dataset_index,speaker_id,chapter_id,utterance_id,reference,wav_prediction,wav_wer,compressed_prediction,compressed_wer,compression_ratio,dataset,codec,bitrate,delta_sample_wer,wav_substitutions,wav_deletions,wav_insertions,compressed_substitutions,compressed_deletions,compressed_insertions,delta_substitutions,delta_deletions,delta_insertions,wav_correct,compressed_correct,new_error,recovered,worsened,improved,unchanged
497,1995,1837,16,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,0.0,FOR ONE LONG MOMENT HE PAUSED STUPID A GAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST THE TREES,0.2352941176470588,31.429468796941144,test-clean,opus,8k,0.2352941176470588,0,0,0,3,0,1,3,0,1,True,False,True,False,True,False,False
636,3331,159605,27,ASKED THE ARTFUL YOUNG MAN LAYING A TRAP INTO WHICH POLLY IMMEDIATELY FELL,ASKED THE ARTFUL YOUNG MAN LAYING A TRAP INTO WHICH POLLY IMMEDIATELY FELL,0.0,AS THE OUT FOR YOUNG MAN LAYING A TRAP INTO WHICH POLLY IMMEDIATELY FELL,0.2307692307692307,15.306188595158511,test-other,mp3,16k,0.2307692307692307,0,0,0,2,0,1,2,0,1,True,False,True,False,True,False,False
636,3331,159605,27,ASKED THE ARTFUL YOUNG MAN LAYING A TRAP INTO WHICH POLLY IMMEDIATELY FELL,ASKED THE ARTFUL YOUNG MAN LAYING A TRAP INTO WHICH POLLY IMMEDIATELY FELL,0.0,ASKED THE AUTFUL YOUNG MAN LAYING A TLAP INTO WHICH POLLY IMMEDIATELY SEL,0.2307692307692307,30.02543214782436,test-other,opus,8k,0.2307692307692307,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
1086,3764,168671,53,THE GRAVE DIGGER WENT ON WITH A SUPERIOR SMILE,THE GRAVE DIGGER WENT ON WITH A SUPERIOR SMILE,0.0,THE GRAVEDIGGER WENT ON WITH A SUPERIOR SMILE,0.2222222222222222,20.048080249048773,test-other,opus,12k,0.2222222222222222,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
2487,7975,280063,11,ABOUT NINE THIRTY A M I WAS SHOT DOWN,ABOUT NINE THIRTY A M I WAS SHOT DOWN,0.0,ABOUT NINE THIRTY AT EM I WAS SHOT DOWN,0.2222222222222222,19.949716874292186,test-other,opus,12k,0.2222222222222222,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1978,6128,63240,7,THESE THINGS THE EYES ESPECIALLY WITH THEIR SMOULDERING FIRE MIGHT HAVE INDICATED THAT HE WAS TO BE A GREAT AMERICAN STATESMAN OR ON THE OTHER HAND THEY MIGHT SIMPLY HAVE PROVED THAT HE CAME FROM CAROLINA OR ALABAMA,THESE THINGS THE EYES ESPECIALLY WITH THEIR SMOULDERING FIRE MIGHT HAVE INDICATED THAT HE WAS TO BE A GREAT AMERICAN STATESMAN OR ON THE OTHER HAND THEY MIGHT SIMPLY HAVE PROVED THAT HE CAME FROM CAROLINA OR ALABAMA,0.0,THIS THINGS THE ARMIES ESPECIALLY WITH THEIR SMOULDERING FIRE MIGHT HAVE INDICATED THAT HE WASTED A GREAT AMERICAN STATESMAN O ON THE OTHER HAND THEY MIGHT SIMPLY HAVE PROVED THAT HE CAN FROM CAROLINA OR ALABANA,0.2105263157894736,31.000129232359782,test-other,opus,8k,0.2105263157894736,0,0,0,6,2,0,6,2,0,True,False,True,False,True,False,False
831,2830,3980,34,THESE MEANS CANNOT BE CONTAMINATED,THESE MEANS CANNOT BE CONTAMINATED,0.0,THESE MEANS CANNOT BE CONTAMINATED D,0.2,16.323665694182257,test-clean,opus,16k,0.2,0,0,0,0,0,1,0,0,1,True,False,True,False,True,False,False
2311,7105,2340,29,HUSBAND AND WIFE LOOKED BLANKLY AND DESPERATELY AT ONE ANOTHER,HUSBAND AND WIFE LOOKED BLANKLY AND DESPERATELY AT ONE ANOTHER,0.0,HUSBARD AND WIVE LOOKED BLANKLY AND DESPERATELY AT ONE ANOTHER,0.2,30.137263339070568,test-other,opus,8k,0.2,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1887,6829,68769,27,WHOSE NAME DID YOU SIGN TO THE CHECK ASKED KENNETH,WHOSE NAME DID YOU SIGN TO THE CHECK ASKED KENNETH,0.0,WHOSE NAME DID SHE SIG TO THE CHECK ASKED KENNETH,0.2,14.9608291418991,test-clean,mp3,16k,0.2,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1168,3997,182399,14,BUT HE DON'T MIND THAT,BUT HE DON'T MIND THAT,0.0,BUT HE DON'T MIND THAD,0.2,9.899522268454309,test-other,mp3,24k,0.2,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1883,5764,299665,79,WE NOW KNOW THAT OUR FIRST PARENTS WERE NOT FOREIGNERS,WE NOW KNOW THAT OUR FIRST PARENTS WERE NOT FOREIGNERS,0.0,WE NOW KNOW THAT OUR FIRST BARENTS WERE NOT FORRUNERS,0.2,31.073086098460205,test-other,opus,8k,0.2,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1982,6128,63240,11,IF YOU ARE GOING TO DINE WITH HER YOU HAD BETTER KNOW IT OH MURDER,IF YOU ARE GOING TO DINE WITH HER YOU HAD BETTER KNOW IT OH MURDER,0.0,IF YOU ARE GOING TO DYING WITH HAN YOU HAD BETTER KNOW IT OH MURDERER,0.2,15.446202238875012,test-other,mp3,16k,0.2,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
711,3528,168669,16,THAT IS GOOD REVEREND MOTHER I WILL OPEN THE VAULT,THAT IS GOOD REVEREND MOTHER I WILL OPEN THE VAULT,0.0,THAT ITS GOOD REVEREND BROTHER I WILL OPEN THE VAULT,0.2,32.630630630630634,test-other,opus,8k,0.2,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1359,4350,10919,11,HE ASKED AH IT IS,HE ASKED AH IT IS,0.0,HE AS AH IT IS,0.2,14.621027937726597,test-other,mp3,16k,0.2,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
831,2830,3980,34,THESE MEANS CANNOT BE CONTAMINATED,THESE MEANS CANNOT BE CONTAMINATED,0.0,THESE MEANS CANNOT BE CONTEMINATED,0.2,31.23743842364532,test-clean,opus,8k,0.2,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2013,6128,63244,0,MISS CHANCELLOR HERSELF HAD THOUGHT SO MUCH ON THE VITAL SUBJECT WOULD NOT SHE MAKE A FEW REMARKS AND GIVE THEM SOME OF HER EXPERIENCES,MISS CHANCELLOR HERSELF HAD THOUGHT SO MUCH ON THE VITAL SUBJECT WOULD NOT SHE MAKE A FEW REMARKS AND GIVE THEM SOME OF HER EXPERIENCES,0.0,MISS CHARCELLOR HERSELF ATHOUGHT SO MUCH ON THE VITAL SUBJECT WOULD MUCH SHE MAKE A FEW REMORKS AND GIVE THEM SOME OF HER EXPERIENCES,0.2,20.41283006093433,test-other,opus,12k,0.2,0,0,0,4,1,0,4,1,0,True,False,True,False,True,False,False
2024,6128,63244,11,IF IT BE NECESSARY WE ARE PREPARED TO TAKE CERTAIN STEPS TO CONCILIATE THE SHRINKING,IF IT BE NECESSARY WE ARE PREPARED TO TAKE CERTAIN STEPS TO CONCILIATE THE SHRINKING,0.0,IF IT BE NECESSARY WE ARE PREPARED TO TAKE FRED AND TAPS TO CONCILIATE THE SHRINKING,0.2,10.379120546785217,test-other,mp3,24k,0.2,0,0,0,2,0,1,2,0,1,True,False,True,False,True,False,False
1168,3997,182399,14,BUT HE DON'T MIND THAT,BUT HE DON'T MIND THAT,0.0,BUT YE DON'T MIND THAT,0.2,15.262057495842242,test-other,opus,16k,0.2,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2579,8131,117016,24,GORDON'S EYES POPPED AT THAT,GORDON'S EYES POPPED AT THAT,0.0,GORON'S EYES POPPED AT THAT,0.2,1.8948043617703656,test-other,mp3,128k,0.2,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2579,8131,117016,24,GORDON'S EYES POPPED AT THAT,GORDON'S EYES POPPED AT THAT,0.0,GORNON'S EYES POPPED AT THAT,0.2,9.968503937007874,test-other,mp3,24k,0.2,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
831,2830,3980,34,THESE MEANS CANNOT BE CONTAMINATED,THESE MEANS CANNOT BE CONTAMINATED,0.0,THESE MEANS CANNOT BE CONTEMINATED,0.2,14.991016548463357,test-clean,mp3,16k,0.2,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2024,6128,63244,11,IF IT BE NECESSARY WE ARE PREPARED TO TAKE CERTAIN STEPS TO CONCILIATE THE SHRINKING,IF IT BE NECESSARY WE ARE PREPARED TO TAKE CERTAIN STEPS TO CONCILIATE THE SHRINKING,0.0,IF IT BE NECESSARY WE ARE PREPARED TO TAKE THAT AND APS TO CONCILIATE THE SHRINKING,0.2,7.810915380763803,test-other,mp3,32k,0.2,0,0,0,2,0,1,2,0,1,True,False,True,False,True,False,False
818,2830,3980,21,AND GOD THE FATHER WHO RAISED HIM FROM THE DEAD,AND GOD THE FATHER WHO RAISED HIM FROM THE DEAD,0.0,IN GAD THE FATHER WHO RAISED HIM FROM THE DEAD,0.2,10.142344107084558,test-clean,mp3,24k,0.2,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
2021,6128,63244,8,THIS MIGHT SEEM ONE OF THE MOST ACCESSIBLE OF PLEASURES BUT IN POINT OF FACT SHE HAD NOT FOUND IT SO,THIS MIGHT SEEM ONE OF THE MOST ACCESSIBLE OF PLEASURES BUT IN POINT OF FACT SHE HAD NOT FOUND IT SO,0.0,THIS MIGHT SEE ONE OF THE MOST ACCESSIBLE PLEASURES BUT INFORMT OF FACT SHE HAD NOT FOUND IT SO,0.1904761904761904,10.37776755126042,test-other,mp3,24k,0.1904761904761904,0,0,0,2,2,0,2,2,0,True,False,True,False,True,False,False
1629,533,131564,5,WE ALL HAVE A BIT OF A LIKING FOR HIM AT THE BOTTOM OF OUR HEARTS THOUGH WE CAN'T RESPECT HIM,WE ALL HAVE A BIT OF A LIKING FOR HIM AT THE BOTTOM OF OUR HEARTS THOUGH WE CAN'T RESPECT HIM,0.0,WE ALL HAVE A BIT OF A LIKING FOR HIM AT THE BOSOM OF OUR HEART THOUGH YOU CAN'T SUSPECT HIM,0.1904761904761904,31.85517123871188,test-other,opus,8k,0.1904761904761904,0,0,0,4,0,0,4,0,0,True,False,True,False,True,False,False
1984,6930,76324,12,WE'LL COME IN HERE THIS AFTERNOON WITH OLD CLOTHES ON AND HAVE A REGULAR HOUSE CLEANING,WE'LL COME IN HERE THIS AFTERNOON WITH OLD CLOTHES ON AND HAVE A REGULAR HOUSE CLEANING,0.0,WELL COME IN HERE THIS AFTERNOON WITH OLD CLOTHES ON AND HAFE A REGULAR HOUSE CLEANGING,0.1875,29.74810379241517,test-clean,opus,8k,0.1875,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
1951,6070,86745,0,THEN SHOULD ANYTHING APPEAR TO MERIT A MORE MINUTE EXAMINATION ALBERT DE MORCERF COULD FOLLOW UP HIS RESEARCHES BY MEANS OF A SMALL GATE SIMILAR TO THAT CLOSE TO THE CONCIERGE'S DOOR AND WHICH MERITS A PARTICULAR DESCRIPTION,THEN SHOULD ANYTHING APPEAR TO MERIT A MORE MINUTE EXAMINATION ALBERT DE MORCERF COULD FOLLOW UP HIS RESEARCHES BY MEANS OF A SMALL GATE SIMILAR TO THAT CLOSE TO THE CONCIERGE'S DOOR AND WHICH MERITS A PARTICULAR DESCRIPTION,0.0,THEN SHOULD ANYTHING APPEAR TO MERIT A MORE MINUTE EXAMINATION ALBER DE MORCEF WOULD FOLLOW UP HIS RESEARCHES BY MEANS OF A SMALL GATE SIMILAR TO THAT CLAUGE TO THE CONCIERGE TOR AND WHICH MERITS THE PARTICULAR DESCRIPTION,0.1842105263157894,15.813702029602055,test-other,mp3,16k,0.1842105263157894,0,0,0,7,0,0,7,0,0,True,False,True,False,True,False,False
2344,7902,96591,24,A FELLOW WHO WAS SHUT UP IN PRISON FOR LIFE MIGHT DO IT HE SAID BUT NOT IN A CASE LIKE THIS,A FELLOW WHO WAS SHUT UP IN PRISON FOR LIFE MIGHT DO IT HE SAID BUT NOT IN A CASE LIKE THIS,0.0,A FELLOW WHO AS SHUT UP IN PRISON FOR LIFE MIGH DOIT HE SAID BUT NOT IN A CASE LIKE THIS,0.1818181818181818,10.36940509915014,test-other,mp3,24k,0.1818181818181818,0,0,0,3,1,0,3,1,0,True,False,True,False,True,False,False
654,3331,159605,45,BUT POLLY IT WOULD HAVE BEEN A GRAND THING FOR YOU,BUT POLLY IT WOULD HAVE BEEN A GRAND THING FOR YOU,0.0,BUT PULLY IT WOULD HAVE BEEN A GLAND THING FOR YOU,0.1818181818181818,31.04336863338376,test-other,opus,8k,0.1818181818181818,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
2344,8230,279154,32,IT IS THIS THAT IS OF INTEREST TO THEORY OF KNOWLEDGE,IT IS THIS THAT IS OF INTEREST TO THEORY OF KNOWLEDGE,0.0,IT IS THIS THAT IS A INTUREST TO THEORY OF KNOWLEDGE,0.1818181818181818,31.50050709939148,test-clean,opus,8k,0.1818181818181818,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1504,4852,28319,2,CHRIS THEREFORE THREW HIMSELF INTO ALL THE PRELIMINARIES OF HIS TASK,CHRIS THEREFORE THREW HIMSELF INTO ALL THE PRELIMINARIES OF HIS TASK,0.0,CHRIS THEREFORE THREW HIMSELF AND ALL THE PRILIMINARIES OF HIS TASK,0.1818181818181818,15.34400683103853,test-other,mp3,16k,0.1818181818181818,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
4,1089,134686,4,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,0.0,NUMBERTEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,0.1818181818181818,31.717325227963524,test-clean,opus,8k,0.1818181818181818,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
497,1995,1837,16,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,0.0,FOR ONE LONG MOMENT HE PAUSED STUPID A GAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST THE TREE,0.1764705882352941,20.351755239190027,test-clean,opus,12k,0.1764705882352941,0,0,0,2,0,1,2,0,1,True,False,True,False,True,False,False
497,1995,1837,16,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,0.0,FOR ONE LONG MOMENT HE PAUSED STUPID A GATE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST THA TREE,0.1764705882352941,15.583858081115851,test-clean,mp3,16k,0.1764705882352941,0,0,0,2,0,1,2,0,1,True,False,True,False,True,False,False
267,2414,128291,4,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,0.0,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAY ACCER THAT IS TO SAY HAPPINESS UPON EART,0.1764705882352941,35.611205794631445,test-other,opus,8k,0.1764705882352941,0,0,0,2,0,1,2,0,1,True,False,True,False,True,False,False
497,1995,1837,16,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,0.0,FOR ONE LONG MOMENT HE PAUSED STUPID A GATE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST THE TREE,0.1764705882352941,10.442266684814664,test-clean,mp3,24k,0.1764705882352941,0,0,0,2,0,1,2,0,1,True,False,True,False,True,False,False
2138,6432,63723,39,BUT HIS ARE PRETTY UNCERTAIN SHOES TO BE IN JUST THE SAME,BUT HIS ARE PRETTY UNCERTAIN SHOES TO BE IN JUST THE SAME,0.0,BUT HE HAS ARE PRETTY UNCERTAIN SHOES TO BE IN JUST THE SAME,0.1666666666666666,15.015528418513494,test-other,mp3,16k,0.1666666666666666,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
306,2414,128292,16,THE DEVIL HIMSELF IS PERHAPS SKIN,THE DEVIL HIMSELF IS PERHAPS SKIN,0.0,THAT DEVIL HIMSELF IS PERHAPS SKIN,0.1666666666666666,15.04721832632071,test-other,mp3,16k,0.1666666666666666,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2121,6432,63723,22,LARCH HIMSELF WAS A PECULIAR CHARACTER,LARCH HIMSELF WAS A PECULIAR CHARACTER,0.0,LARGE HIMSELF WAS A PECULIAR CHARACTER,0.1666666666666666,14.850125313283208,test-other,mp3,16k,0.1666666666666666,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1500,4852,28312,30,THEY MOVED INTO THE INN THE COACH RATTLED OFF TO THE STABLE,THEY MOVED INTO THE INN THE COACH RATTLED OFF TO THE STABLE,0.0,THEY MOVED INTO THE END N THE COACH RATTLED OFF TO THE STABLE,0.1666666666666666,29.92006352567496,test-other,opus,8k,0.1666666666666666,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
431,2609,169640,16,THE STILLNESS THAT REIGNED ON BOTH SIDES WAS LIKE THAT OF DEATH,THE STILLNESS THAT REIGNED ON BOTH SIDES WAS LIKE THAT OF DEATH,0.0,THE STILLNESS THANT REINS ON BOTH SIDES WAS LIKE THAT OF DEATH,0.1666666666666666,30.42889087656529,test-other,opus,8k,0.1666666666666666,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
431,2609,169640,16,THE STILLNESS THAT REIGNED ON BOTH SIDES WAS LIKE THAT OF DEATH,THE STILLNESS THAT REIGNED ON BOTH SIDES WAS LIKE THAT OF DEATH,0.0,THE STILLNESS THAT RANGE ON BOATH SIDES WAS LIKE THAT OF DEATH,0.1666666666666666,15.32927790920356,test-other,opus,16k,0.1666666666666666,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
306,2414,128292,16,THE DEVIL HIMSELF IS PERHAPS SKIN,THE DEVIL HIMSELF IS PERHAPS SKIN,0.0,THE DEVIL HIMSELF IS PERHAPS SKINED,0.1666666666666666,16.101050525262632,test-other,opus,16k,0.1666666666666666,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2121,6432,63723,22,LARCH HIMSELF WAS A PECULIAR CHARACTER,LARCH HIMSELF WAS A PECULIAR CHARACTER,0.0,LARCE HIMSELF WAS A PECULIAR CHARACTER,0.1666666666666666,31.461238938053096,test-other,opus,8k,0.1666666666666666,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
306,2414,128292,16,THE DEVIL HIMSELF IS PERHAPS SKIN,THE DEVIL HIMSELF IS PERHAPS SKIN,0.0,THE DEVIL HIMSELF IS PERHAPS KING,0.1666666666666666,21.505122494432072,test-other,opus,12k,0.1666666666666666,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2891,8461,278226,7,BUT SHE FIXED UPON A PICTURE WHICH SHE SAID SHE PREFERRED TO ANYTHING SHE HAD SEEN IN THE GALLERY,BUT SHE FIXED UPON A PICTURE WHICH SHE SAID SHE PREFERRED TO ANYTHING SHE HAD SEEN IN THE GALLERY,0.0,BUT SHE SIKS UPON A PICTURE WHEN SHE SAID SHE PRESEED TO ANYTHING SHE HAD SEEN IN THE GALLERY,0.1578947368421052,31.148496530454896,test-other,opus,8k,0.1578947368421052,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
1951,6070,86745,0,THEN SHOULD ANYTHING APPEAR TO MERIT A MORE MINUTE EXAMINATION ALBERT DE MORCERF COULD FOLLOW UP HIS RESEARCHES BY MEANS OF A SMALL GATE SIMILAR TO THAT CLOSE TO THE CONCIERGE'S DOOR AND WHICH MERITS A PARTICULAR DESCRIPTION,THEN SHOULD ANYTHING APPEAR TO MERIT A MORE MINUTE EXAMINATION ALBERT DE MORCERF COULD FOLLOW UP HIS RESEARCHES BY MEANS OF A SMALL GATE SIMILAR TO THAT CLOSE TO THE CONCIERGE'S DOOR AND WHICH MERITS A PARTICULAR DESCRIPTION,0.0,THEN SHOULD ANYTHING APPEAR TO MERIT A MORE MINUTE EXAMINATION ALBERT DE MORCERSE WOULD FOLLOW UP HIS RESEARCHES BY MEANS OF A SMALL GATE SIMILAR TO THAT CLUGE TO THE CONCIERGES TOR AND WHICH MERITS E PARTICULAR DESCRIPTION,0.1578947368421052,10.565879078581156,test-other,mp3,24k,0.1578947368421052,0,0,0,6,0,0,6,0,0,True,False,True,False,True,False,False
1379,4350,10919,31,FINALLY HIS DECISION WAS PRONOUNCED THEY WERE TO GO ABROAD BUT TO PUT NO FAITH IN FOREIGN QUACKS AND TO APPLY TO HIM IN ANY NEED,FINALLY HIS DECISION WAS PRONOUNCED THEY WERE TO GO ABROAD BUT TO PUT NO FAITH IN FOREIGN QUACKS AND TO APPLY TO HIM IN ANY NEED,0.0,FINALLY HIS DECISION WAS PRONOUNCED THEY WERE TO GO AROD BUT TO PUT NO FAITH IN FOREIGN QUAX AND TO APPLOTE HIM IN ANY NEED,0.1538461538461538,31.57869310958556,test-other,opus,8k,0.1538461538461538,0,0,0,3,1,0,3,1,0,True,False,True,False,True,False,False
2221,7176,92135,34,THE DUCHESS OF SOUTHBRIDGE TO LORD REGGIE OH REGGIE WHAT DID YOU SAY,THE DUCHESS OF SOUTHBRIDGE TO LORD REGGIE OH REGGIE WHAT DID YOU SAY,0.0,THE DUCHESS OF SOUTHBRIDGE TO LORD REGY OH REDDY WHAT DID YOU SAY,0.1538461538461538,15.258618849396948,test-clean,mp3,16k,0.1538461538461538,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
768,3528,168669,73,WHAT A GLORY OF GOD FOR THE COMMUNITY AND MIRACLES ISSUE FROM TOMBS,WHAT A GLORY OF GOD FOR THE COMMUNITY AND MIRACLES ISSUE FROM TOMBS,0.0,WHAT A GLORY HAVE GOT FOR THE COMMUNITY AND MIRACLES ISSUE FROM TOMBS,0.1538461538461538,15.353313353313354,test-other,mp3,16k,0.1538461538461538,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
768,3528,168669,73,WHAT A GLORY OF GOD FOR THE COMMUNITY AND MIRACLES ISSUE FROM TOMBS,WHAT A GLORY OF GOD FOR THE COMMUNITY AND MIRACLES ISSUE FROM TOMBS,0.0,WHAT A GLORY OF GOD FOR THE COMMUNITY AND MARICLE ISSUE FROM TUNES,0.1538461538461538,32.09979113483407,test-other,opus,8k,0.1538461538461538,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
2415,7902,96594,19,WHAT FOR THERE AREN'T A PUBLIC HOUSE FOR TEN MILES DIDN'T MEAN THAT,WHAT FOR THERE AREN'T A PUBLIC HOUSE FOR TEN MILES DIDN'T MEAN THAT,0.0,WHAT FOR THERE AREN'T A PUBLIC USE FOR TEN MILES DIDN'T T MEAN THAT,0.1538461538461538,7.755198433269973,test-other,mp3,32k,0.1538461538461538,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
1730,5442,41169,30,THERE'S THE PEASANTS TOO I WONDER AT THEM SOMETIMES ANY GOOD PEASANT TRIES TO TAKE ALL THE LAND HE CAN,THERE'S THE PEASANTS TOO I WONDER AT THEM SOMETIMES ANY GOOD PEASANT TRIES TO TAKE ALL THE LAND HE CAN,0.0,THERE THE PEASANTS TOO I WANDERED AT THEM SOMETIMES ANY GOOD PEASANT TRIES TO TAKE ALL THE LAND YE CAN,0.15,31.14848982686718,test-other,opus,8k,0.15,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
1877,5764,299665,73,IT FOLLOWS THAT NOTHING HAS BEEN OR CAN BE CREATED THAT THERE NEVER HAS BEEN OR CAN BE A CREATOR,IT FOLLOWS THAT NOTHING HAS BEEN OR CAN BE CREATED THAT THERE NEVER HAS BEEN OR CAN BE A CREATOR,0.0,IT FOLLOWED THAT NOTHING HAD BEEN OR CAN BE CREATED THAT THERE NEVER HAD BEEN OR CAN BE A CREATOR,0.15,32.716194654966095,test-other,opus,8k,0.15,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
2392,7902,96592,47,WHY I COULD TIE YOU UP IN A KNOT AND HEAVE YOU OFF THE CLIFF ANY DAY WHAT A GAME,WHY I COULD TIE YOU UP IN A KNOT AND HEAVE YOU OFF THE CLIFF ANY DAY WHAT A GAME,0.0,WHY I COULD TIRE YOU UP IN A NAT AND HEAVE YOU OFF THE CLIF ANY DAY WHAT A GAME,0.15,30.509457236842103,test-other,opus,8k,0.15,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
2746,8188,269290,15,OH I WON'T LOCK YOU OUT SHE SAID BUT I MUST HAVE THE KEY,OH I WON'T LOCK YOU OUT SHE SAID BUT I MUST HAVE THE KEY,0.0,OH I WON'T LOOK YOU OUT SHE SAID BUT I MUST HAVE THE KEYP,0.1428571428571428,33.51766423357664,test-other,opus,8k,0.1428571428571428,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
78,1688,142285,78,HAVE YOU MET WITH A SERVANT DEAR,HAVE YOU MET WITH A SERVANT DEAR,0.0,HAVE YOU MET WITH A SERVANT DAVE,0.1428571428571428,14.934650719362107,test-other,mp3,16k,0.1428571428571428,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
762,3528,168669,67,YOU WILL RAISE THE STONE WITH THE BAR BY MEANS OF THE RING BUT,YOU WILL RAISE THE STONE WITH THE BAR BY MEANS OF THE RING BUT,0.0,YOU WILL RASE THE STONE WITH THE BAR BY MEANS OF THE RAIN BUT,0.1428571428571428,15.403423478172794,test-other,mp3,16k,0.1428571428571428,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1061,3764,168671,28,HE HAD HARDLY THE STRENGTH TO STAMMER,HE HAD HARDLY THE STRENGTH TO STAMMER,0.0,HE HAD HARDLY THE STRENGTH TO STAMA,0.1428571428571428,9.93680154142582,test-other,mp3,24k,0.1428571428571428,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1053,3764,168671,20,THE PERMISSION FOR INTERMENT MUST BE EXHIBITED,THE PERMISSION FOR INTERMENT MUST BE EXHIBITED,0.0,THE PERMISSION FOR INTARMENT MUST BE EXHIBITED,0.1428571428571428,10.1114127702363,test-other,mp3,24k,0.1428571428571428,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1113,3997,180294,25,ONLY ONE REMAINED EMPTY THE STAGE BOX,ONLY ONE REMAINED EMPTY THE STAGE BOX,0.0,ONLY ONE REMAINS EMPTY THE STAGE BOX,0.1428571428571428,32.05025996533796,test-other,opus,8k,0.1428571428571428,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
